model;type;price;km;location;year;link
Audi A4;40 TFSi Advanced+ Avant S-tr.;409900;21.000;Odense;2020;https://www.biltorvet.dk/bil/audi/a4/40-tfsi-advanced--avant-s-tr/1775565
Audi A5;40 TFSi S-line+ Sportback S-tr.;541900;6.000;Søborg;2021;https://www.biltorvet.dk/bil/audi/a5/40-tfsi-s-line--sportback-s-tr/1744794
Audi A5;40 TFSi S-line+ Sportback S-tr.;540900;8.000;Søborg;2021;https://www.biltorvet.dk/bil/audi/a5/40-tfsi-s-line--sportback-s-tr/1744795
Audi Q2;35 TFSi Prestige S-tr.;339900;6.000;Aalborg;2021;https://www.biltorvet.dk/bil/audi/q2/35-tfsi-prestige-s-tr/1763940
Audi A3;1,4 TFSi 150 Ambition S-tr.;199900;106.000;Odense;2015;https://www.biltorvet.dk/bil/audi/a3/1-4-tfsi-150-ambition-s-tr/1779331
Audi TT;40 TFSi S-line Coupé S-tr.;585900;15.000;Søborg;2020;https://www.biltorvet.dk/bil/audi/tt/40-tfsi-s-line-coupe-s-tr/1737981
Audi A3;1,4 TFSi 150 Sport Sportback S-tr.;239900;68.000;Kokkedal;2017;https://www.biltorvet.dk/bil/audi/a3/1-4-tfsi-150-sport-sportback-s-tr/1738701
Audi A4;40 TFSi S-line+ S-tr.;451900;8.000;Søborg;2020;https://www.biltorvet.dk/bil/audi/a4/40-tfsi-s-line--s-tr/1737948
Audi A5;40 TFSi S-line+ Sportback S-tr.;584900;14.000;Fredericia;2021;https://www.biltorvet.dk/bil/audi/a5/40-tfsi-s-line--sportback-s-tr/1738100
Audi A4;40 TFSi S-line+ Avant S-tr.;448900;6.000;Søborg;2021;https://www.biltorvet.dk/bil/audi/a4/40-tfsi-s-line--avant-s-tr/1745279
Audi A4;40 TFSi Advanced Prestige Tour+ Avant S-tr.;419900;22.000;Odense;2020;https://www.biltorvet.dk/bil/audi/a4/40-tfsi-advanced-prestige-tour--avant-s-tr/1758485
Audi A4;35 TFSi S-line+ S-tr.;439900;3.000;Odense;2020;https://www.biltorvet.dk/bil/audi/a4/35-tfsi-s-line--s-tr/1738756
Audi S3;2,0 TFSi quattro S-tr.;449900;67.000;Søborg;2015;https://www.biltorvet.dk/bil/audi/s3/2-0-tfsi-quattro-s-tr/1764507
Audi A5;40 TFSi S-line+ Sportback S-tr.;489900;13.000;Fredericia;2020;https://www.biltorvet.dk/bil/audi/a5/40-tfsi-s-line--sportback-s-tr/1738096
Audi A4;40 TFSi S-line+ Avant S-tr.;459900;7.000;Kokkedal;2020;https://www.biltorvet.dk/bil/audi/a4/40-tfsi-s-line--avant-s-tr/1738677
Audi A3;35 TFSi Sport Limited+ Sportback S-tr.;314900;7.000;Odense;2020;https://www.biltorvet.dk/bil/audi/a3/35-tfsi-sport-limited--sportback-s-tr/1738778
Audi A5;2,0 TFSi 190 Sport Sportback S-tr.;384900;46.000;Odense;2018;https://www.biltorvet.dk/bil/audi/a5/2-0-tfsi-190-sport-sportback-s-tr/1768633
Audi A5;1,8 TFSi 177 S-line Sportback Multitr.;299900;53.000;Risskov;2016;https://www.biltorvet.dk/bil/audi/a5/1-8-tfsi-177-s-line-sportback-multitr/1779713
Audi A3;35 TFSi Sport Limited+ Sportback S-tr.;334900;19.000;Aalborg;2020;https://www.biltorvet.dk/bil/audi/a3/35-tfsi-sport-limited--sportback-s-tr/1769556
Audi Q3;35 TFSi S-line Sportback S-tr.;449900;6.000;Risskov;2021;https://www.biltorvet.dk/bil/audi/q3/35-tfsi-s-line-sportback-s-tr/1738343
Audi A5;40 TFSi S-line+ Sportback S-tr.;555900;6.000;Søborg;2021;https://www.biltorvet.dk/bil/audi/a5/40-tfsi-s-line--sportback-s-tr/1744841
Audi A5;40 TFSi S-line+ Sportback S-tr.;554900;6.000;Søborg;2021;https://www.biltorvet.dk/bil/audi/a5/40-tfsi-s-line--sportback-s-tr/1745226
Audi Q2;35 TFSi Sport Prestige Select S-tr.;349900;16.000;Risskov;2020;https://www.biltorvet.dk/bil/audi/q2/35-tfsi-sport-prestige-select-s-tr/1757709
Audi A4;1,8 TFSi 170 Avant;169900;108.000;Aalborg;2012;https://www.biltorvet.dk/bil/audi/a4/1-8-tfsi-170-avant/1738238
Audi Q2;1,0 TFSi 116 Sport;239900;38.000;Aalborg;2017;https://www.biltorvet.dk/bil/audi/q2/1-0-tfsi-116-sport/1738270
Audi A3;1,4 TFSi 150 Sport Sportback;209900;91.000;Holbæk;2017;https://www.biltorvet.dk/bil/audi/a3/1-4-tfsi-150-sport-sportback/1738651
Audi A3;1,4 TFSi 122 Ambition Sportback;169900;67.000;Aalborg;2013;https://www.biltorvet.dk/bil/audi/a3/1-4-tfsi-122-ambition-sportback/1740121
Audi A5;1,8 TFSi 144 Limited Sportback Multitr.;279900;88.000;Kastrup;2016;https://www.biltorvet.dk/bil/audi/a5/1-8-tfsi-144-limited-sportback-multitr/1762209
Audi A3;1,4 TFSi 125 Attraction Sportback;184900;49.000;Odense;2015;https://www.biltorvet.dk/bil/audi/a3/1-4-tfsi-125-attraction-sportback/1764951
Audi A4;2,0 TFSi 190 Sport Avant;274900;35.000;Holbæk;2017;https://www.biltorvet.dk/bil/audi/a4/2-0-tfsi-190-sport-avant/1775024
Audi A3;1,4 TFSi 122 Ambition Sportback;149900;151.000;Aalborg;2013;https://www.biltorvet.dk/bil/audi/a3/1-4-tfsi-122-ambition-sportback/1775174
Audi A5;1,8 TFSi 170 Cabriolet;289900;81.000;Søborg;2013;https://www.biltorvet.dk/bil/audi/a5/1-8-tfsi-170-cabriolet/1775249
Audi A3;1,0 TFSi 116 Sport;199900;69.000;Aalborg;2018;https://www.biltorvet.dk/bil/audi/a3/1-0-tfsi-116-sport/1775253
Audi A5;1,8 TFSi 170 Cabriolet Multitr.;389900;102.000;Aalborg;2015;https://www.biltorvet.dk/bil/audi/a5/1-8-tfsi-170-cabriolet-multitr/1775254
Audi A3;1,2 TFSi 110 Ambiente Sportback;169900;64.000;Odense;2016;https://www.biltorvet.dk/bil/audi/a3/1-2-tfsi-110-ambiente-sportback/1777283
Audi A3;1,4 TFSi 150 Sport;234900;69.000;Odense;2017;https://www.biltorvet.dk/bil/audi/a3/1-4-tfsi-150-sport/1778601
Audi A4;40 TFSi Sport Prestige Avant S-tr;364900;39.000;Aalborg;2019;https://www.biltorvet.dk/bil/audi/a4/40-tfsi-sport-prestige-avant-s-tr/1748596
Audi Q2;35 TFSi Sport Prestige Select S-tr.;339900;6.000;Aalborg;2020;https://www.biltorvet.dk/bil/audi/q2/35-tfsi-sport-prestige-select-s-tr/1763895
Audi Q2;35 TFSi Sport Prestige Select S-tr.;314900;8.000;Aalborg;2020;https://www.biltorvet.dk/bil/audi/q2/35-tfsi-sport-prestige-select-s-tr/1738176
Audi A3;1,5 TFSi 150 Sport S-tr.;274900;44.000;Aalborg;2018;https://www.biltorvet.dk/bil/audi/a3/1-5-tfsi-150-sport-s-tr/1738278
Audi A1;1,4 TFSi 122 Ambition S-tr.;109900;51.000;Holbæk;2010;https://www.biltorvet.dk/bil/audi/a1/1-4-tfsi-122-ambition-s-tr/1738640
Audi A3;35 TFSi Prestige S-tr.;364900;8.000;Holbæk;2021;https://www.biltorvet.dk/bil/audi/a3/35-tfsi-prestige-s-tr/1738644
Audi Q3;35 TFSi Sportback S-tr.;389900;10.000;Holbæk;2020;https://www.biltorvet.dk/bil/audi/q3/35-tfsi-sportback-s-tr/1738646
Audi Q3;35 TFSi Advanced S-tr.;389900;5.000;Holbæk;2020;https://www.biltorvet.dk/bil/audi/q3/35-tfsi-advanced-s-tr/1738648
Audi Q3;35 TFSi Advanced S-tr.;389900;9.000;Holbæk;2020;https://www.biltorvet.dk/bil/audi/q3/35-tfsi-advanced-s-tr/1738649
Audi A3;35 TFSi Prestige S-tr.;374900;6.000;Holbæk;2021;https://www.biltorvet.dk/bil/audi/a3/35-tfsi-prestige-s-tr/1738657
Audi RS Q3;2,5 TFSi quattro S-tr.;629900;56.000;Kastrup;2015;https://www.biltorvet.dk/bil/audi/rs-q3/2-5-tfsi-quattro-s-tr/1738725
Audi Q2;1,4 TFSi 150 Sport S-tr.;269900;29.000;Odense;2017;https://www.biltorvet.dk/bil/audi/q2/1-4-tfsi-150-sport-s-tr/1738792
Audi Q3;1,4 TFSi 150 S-tr.;229900;96.000;Aalborg;2015;https://www.biltorvet.dk/bil/audi/q3/1-4-tfsi-150-s-tr/1740120
Audi Q3;35 TFSi Advanced S-tr.;389900;8.000;Holbæk;2020;https://www.biltorvet.dk/bil/audi/q3/35-tfsi-advanced-s-tr/1745518
Audi Q3;35 TFSi Advanced S-tr.;389900;9.000;Holbæk;2021;https://www.biltorvet.dk/bil/audi/q3/35-tfsi-advanced-s-tr/1745520
Audi A3;1,0 TFSi 116 Sportback S-tr.;234900;36.000;Kastrup;2018;https://www.biltorvet.dk/bil/audi/a3/1-0-tfsi-116-sportback-s-tr/1749851
Audi A4;40 TFSi Sport Avant S-tr.;329900;57.000;Søborg;2018;https://www.biltorvet.dk/bil/audi/a4/40-tfsi-sport-avant-s-tr/1762602
Audi A5;40 TFSi Prestige+ Sportback S-tr.;474900;12.000;Holbæk;2020;https://www.biltorvet.dk/bil/audi/a5/40-tfsi-prestige--sportback-s-tr/1763769
Audi Q3;35 TFSi Advanced Prestige S-tr.;399900;4.000;Holbæk;2021;https://www.biltorvet.dk/bil/audi/q3/35-tfsi-advanced-prestige-s-tr/1774287
Audi Q2;1,4 TFSi 150 Sport S-tr.;274900;38.000;Holbæk;2018;https://www.biltorvet.dk/bil/audi/q2/1-4-tfsi-150-sport-s-tr/1774945
Audi Q2;1,4 TFSi 150 Sport S-tr.;264900;39.000;Holbæk;2017;https://www.biltorvet.dk/bil/audi/q2/1-4-tfsi-150-sport-s-tr/1777852
Audi Q2;35 TFSi Sport Prestige Select S-tr.;294900;23.000;Aalborg;2020;https://www.biltorvet.dk/bil/audi/q2/35-tfsi-sport-prestige-select-s-tr/1738267
Audi A3;35 TFSi S-line Sportback S-tr.;399900;5.000;Holbæk;2021;https://www.biltorvet.dk/bil/audi/a3/35-tfsi-s-line-sportback-s-tr/1738643
Audi A4;2,0 TFSi 190 Sport Avant S-tr.;294900;97.000;Søborg;2016;https://www.biltorvet.dk/bil/audi/a4/2-0-tfsi-190-sport-avant-s-tr/1776059
Alfa Romeo Giulietta;1,4 M-Air 170 Super TCT;184900;75.000;Risskov;2018;https://www.biltorvet.dk/bil/alfa-romeo/giulietta/1-4-m-air-170-super-tct/1754694
Renault Captur;0,9 TCe 90 Expression;79900;98.000;Risskov;2015;https://www.biltorvet.dk/bil/renault/captur/0-9-tce-90-expression/1746301
BMW 116i;1,6;179900;95.000;Aalborg;2014;https://www.biltorvet.dk/bil/bmw/116i/1-6/1761982
Kia Picanto;1,0 MPi Advance;79900;30.000;Kastrup;2018;https://www.biltorvet.dk/bil/kia/picanto/1-0-mpi-advance/1766608
Toyota Corolla;1,2 T3;219900;30.000;Kastrup;2019;https://www.biltorvet.dk/bil/toyota/corolla/1-2-t3/1767586
VW T-Roc;1,5 TSi 150 Sport DSG;289900;35.000;Kokkedal;2018;https://www.biltorvet.dk/bil/vw/t-roc/1-5-tsi-150-sport-dsg/1775025
Audi A4;1,6;19800;219.000;Farum;2002;https://www.biltorvet.dk/bil/audi/a4/1-6/1775952
Audi 100;1,6;44900;138.000;Them;1978;https://www.biltorvet.dk/bil/audi/100/1-6/1613150
Audi 80;1,8;39980;177.000;Brenderup;1989;https://www.biltorvet.dk/bil/audi/80/1-8/1771596
Audi A4;2,0;36800;276.000;Tønder;2004;https://www.biltorvet.dk/bil/audi/a4/2-0/1679112
Audi A4;1,6;64900;129.000;Herlev;2006;https://www.biltorvet.dk/bil/audi/a4/1-6/1729443
Audi 80;1,5 LS;69800;125.000;Vejen;1974;https://www.biltorvet.dk/bil/audi/80/1-5-ls/1756167
Audi A4;1,6;19400;340.000;Kruså;2002;https://www.biltorvet.dk/bil/audi/a4/1-6/1687296
Audi A4;1,6;37900;203.000;Brædstrup;2006;https://www.biltorvet.dk/bil/audi/a4/1-6/1705119
Audi A6;2,6;6000;243.000;Taastrup;1994;https://www.biltorvet.dk/bil/audi/a6/2-6/1730800
Audi A4;1,6;19500;348.000;Slagelse;2002;https://www.biltorvet.dk/bil/audi/a4/1-6/1732170
Audi A4;2,0;35980;275.000;Nørre Aaby;2005;https://www.biltorvet.dk/bil/audi/a4/2-0/1756710
Audi A4;1,6;23000;201.000;Gislinge;2004;https://www.biltorvet.dk/bil/audi/a4/1-6/1759469
Audi A4;1,6;27000;187.000;Hvidovre;2001;https://www.biltorvet.dk/bil/audi/a4/1-6/1768372
Audi A6;2,0 TFSi;58500;246.000;Næstved;2007;https://www.biltorvet.dk/bil/audi/a6/2-0-tfsi/1516816
Audi V8;4,2 quattro aut.;59800;316.000;Christiansfeld;1991;https://www.biltorvet.dk/bil/audi/-/4-2-quattro-aut/1745426
Audi A6;2,4 V6 Multitr.;36999;247.000;Hørsholm;2005;https://www.biltorvet.dk/bil/audi/a6/2-4-v6-multitr/1757065
Audi A8;4,2 quattro Tiptr.;129800;230.000;Taastrup;2003;https://www.biltorvet.dk/bil/audi/a8/4-2-quattro-tiptr/1713461
Audi 100;1,8 LS;39000;168.000;Brenderup;1973;https://www.biltorvet.dk/bil/audi/100/1-8-ls/1754982
Audi A4;2,0 TFSi 180;199900;97.000;Næstved;2011;https://www.biltorvet.dk/bil/audi/a4/2-0-tfsi-180/1545696
Audi Q2;30 TFSi Sport;279900;25.000;Hundested;2020;https://www.biltorvet.dk/bil/audi/q2/30-tfsi-sport/1617271
Audi A4;40 TFSi Avant;309800;13.000;Hillerød;2019;https://www.biltorvet.dk/bil/audi/a4/40-tfsi-avant/1642423
Audi A4;2,0 130HK Stc;34000;246.000;Horsens;2003;https://www.biltorvet.dk/bil/audi/a4/2-0-130hk-stc/1713264
Audi A4;2,0 Avant;22800;239.000;Thisted;2002;https://www.biltorvet.dk/bil/audi/a4/2-0-avant/1730932
Audi A6;2,0 E;12900;213.000;Horsens;1995;https://www.biltorvet.dk/bil/audi/a6/2-0-e/1748199
Audi A3;30 TFSi;199900;83.000;Holstebro;2019;https://www.biltorvet.dk/bil/audi/a3/30-tfsi/1753992
Audi Q2;1,4 TFSi 150;194900;139.000;Roskilde;2018;https://www.biltorvet.dk/bil/audi/q2/1-4-tfsi-150/1764637
Audi A4;1,8 TFSI 160HK;79900;177.000;Odense;2008;https://www.biltorvet.dk/bil/audi/a4/1-8-tfsi-160hk/1765291
Audi A3;30 TFSi Sportback;239800;24.000;Hillerød;2019;https://www.biltorvet.dk/bil/audi/a3/30-tfsi-sportback/1642431
Audi Q3;1,4 TFSi 150;213980;147.000;Haderslev;2014;https://www.biltorvet.dk/bil/audi/q3/1-4-tfsi-150/1650549
Audi A4;2,4 V6 Cabriolet;134700;124.000;Gislinge;2004;https://www.biltorvet.dk/bil/audi/a4/2-4-v6-cabriolet/1724751
Audi A4;1,8 TFSi 160;94999;189.000;Hinnerup;2008;https://www.biltorvet.dk/bil/audi/a4/1-8-tfsi-160/1758356
Audi A4;1,6 Avant;17900;330.000;Greve;2005;https://www.biltorvet.dk/bil/audi/a4/1-6-avant/1766234
Audi A4;2,4 V6 Cabriolet;140000;100.000;Næstved;2002;https://www.biltorvet.dk/bil/audi/a4/2-4-v6-cabriolet/1773942
Audi A4;2,4 V6 170HK Cabr.;98000;193.145;Vordingborg;2003;https://www.biltorvet.dk/bil/audi/a4/2-4-v6-170hk-cabr/1702660
Audi A3;1,0 TFSi 116;219995;44.000;Ølstykke;2018;https://www.biltorvet.dk/bil/audi/a3/1-0-tfsi-116/1775408
Audi S3;2,0 TFSi Sportback quattro S-tr.;389900;83.000;Støvring;2014;https://www.biltorvet.dk/bil/audi/s3/2-0-tfsi-sportback-quattro-s-tr/1668259
Audi A4;1,8 TFSi 160;48800;371.000;Albertslund;2008;https://www.biltorvet.dk/bil/audi/a4/1-8-tfsi-160/1718601
Audi A4;2,0 TFSI 190HK;295000;17.000;Tørring;2018;https://www.biltorvet.dk/bil/audi/a4/2-0-tfsi-190hk/1726397
Audi A4;2,0 TFSI 190HK;2837;17.000;Tørring;2018;https://www.biltorvet.dk/bil/audi/a4/2-0-tfsi-190hk/1726398
Audi A3;1,6 Ambiente Sportback;44900;278.000;Højbjerg;2004;https://www.biltorvet.dk/bil/audi/a3/1-6-ambiente-sportback/1765338
Audi A3;1,6 Ambiente;7990;375.000;Lejre;1998;https://www.biltorvet.dk/bil/audi/a3/1-6-ambiente/1774547
Audi A6;2,8 FSi Multitr.;185000;155.000;Hvidovre;2013;https://www.biltorvet.dk/bil/audi/a6/2-8-fsi-multitr/1779075
Audi A4;1,8 T 150HK;28000;256.000;Taastrup;1996;https://www.biltorvet.dk/bil/audi/a4/1-8-t-150hk/1773440
Audi A3;1,6 Ambiente Sportback;29900;308.000;Them;2006;https://www.biltorvet.dk/bil/audi/a3/1-6-ambiente-sportback/1777274
Audi A6;2,0 TFSI 170HK 6g;99900;205.000;Hillerød;2010;https://www.biltorvet.dk/bil/audi/a6/2-0-tfsi-170hk-6g/1699939
Audi A6;2,4 V6 Tiptr.;44900;200.000;Ans By;2000;https://www.biltorvet.dk/bil/audi/a6/2-4-v6-tiptr/1774343
Audi Q2;1,4 TFSi 150 Sport;239900;61.000;Ringkøbing;2018;https://www.biltorvet.dk/bil/audi/q2/1-4-tfsi-150-sport/1767530
Audi TT;1,8 Coupé quattro 225HK 2d;85000;256.000;Føllenslev;2000;https://www.biltorvet.dk/bil/audi/tt/1-8-coupe-quattro-225hk-2d/1773498
Audi A4;2,0 TFSi 190 Sport;269900;63.000;Hillerød;2016;https://www.biltorvet.dk/bil/audi/a4/2-0-tfsi-190-sport/1730101
Audi S5;3,0 TFSi Sportback quattro Tiptr.;729900;48.000;Silkeborg;2017;https://www.biltorvet.dk/bil/audi/s5/3-0-tfsi-sportback-quattro-tiptr/1699271
Audi TT;1,8 T 225 Coupé quattro;99800;200.000;Stenløse;2000;https://www.biltorvet.dk/bil/audi/tt/1-8-t-225-coupe-quattro/1740391
Audi A6;2,0 TFSi 180 Avant Multitr.;299500;99.000;Viborg;2014;https://www.biltorvet.dk/bil/audi/a6/2-0-tfsi-180-avant-multitr/1080871
Audi A4;2,4 V6 Cabriolet Multitr.;79900;262.000;Aabybro;2002;https://www.biltorvet.dk/bil/audi/a4/2-4-v6-cabriolet-multitr/1620580
Audi TT;1,8 T 180 Coupé;49000;270.000;Horsens;1999;https://www.biltorvet.dk/bil/audi/tt/1-8-t-180-coupe/1718251
Audi A4;1,8 T 163 Cabriolet;189900;79.000;Hørsholm;2007;https://www.biltorvet.dk/bil/audi/a4/1-8-t-163-cabriolet/1769538
Audi A3;1,4 TFSi 125 Ambition Sportback;209900;78.000;Nordborg;2016;https://www.biltorvet.dk/bil/audi/a3/1-4-tfsi-125-ambition-sportback/1744472
Audi A6;Avant 2,0 TFSI 170HK Stc 6g;84000;127.000;Janderup Vestj;2006;https://www.biltorvet.dk/bil/audi/a6/avant-2-0-tfsi-170hk-stc-6g/1744515
Audi S5;3,0 TFSi Sportback quattro Tiptr.;799799;41.000;Bramming;2017;https://www.biltorvet.dk/bil/audi/s5/3-0-tfsi-sportback-quattro-tiptr/1658171
Audi S5;3,0 TFSi Sportback quattro Tiptr.;799799;44.000;Bramming;2018;https://www.biltorvet.dk/bil/audi/s5/3-0-tfsi-sportback-quattro-tiptr/1685483
Audi A3;1,0 TFSi 116 Sportback;209900;43.000;Hillerød;2018;https://www.biltorvet.dk/bil/audi/a3/1-0-tfsi-116-sportback/1758740
Audi A5;2,0 TFSi 211 Sportback Multitr.;189900;167.000;Solrød Strand;2010;https://www.biltorvet.dk/bil/audi/a5/2-0-tfsi-211-sportback-multitr/1431197
Audi Cabriolet;2,8 E 174HK Cabr. Aut.;90000;145.000;Hillerød;1996;https://www.biltorvet.dk/bil/audi/cabriolet/2-8-e-174hk-cabr--aut/1510219
Audi A4;2,0 TFSi 190 Sport;249900;69.000;Kolding;2016;https://www.biltorvet.dk/bil/audi/a4/2-0-tfsi-190-sport/1735859
Audi A1;1,0 TFSi 95 Sportback;184000;30.000;Brønderslev;2017;https://www.biltorvet.dk/bil/audi/a1/1-0-tfsi-95-sportback/1759561
Audi A3;1,4 TFSi Ambition Sportback;129900;121.000;Fredensborg;2012;https://www.biltorvet.dk/bil/audi/a3/1-4-tfsi-ambition-sportback/1777004
Audi A5;1,8 TFSi 170 Cabriolet;259900;138.000;Herning;2012;https://www.biltorvet.dk/bil/audi/a5/1-8-tfsi-170-cabriolet/1778290
Audi A6;2,8 FSi Multitr.;299900;128.000;Taastrup;2012;https://www.biltorvet.dk/bil/audi/a6/2-8-fsi-multitr/1432949
Audi A3;1,4 TFSi Ambition;99900;100.000;Nykøbing M;2011;https://www.biltorvet.dk/bil/audi/a3/1-4-tfsi-ambition/1445131
Audi A4;1,8 TFSi 120;154900;115.000;Slagelse;2012;https://www.biltorvet.dk/bil/audi/a4/1-8-tfsi-120/1589667
Audi Q3;35 TFSi Advanced;384900;14.000;Fredericia;2019;https://www.biltorvet.dk/bil/audi/q3/35-tfsi-advanced/1593663
Audi A4;1,6 Avant;53900;244.000;Hvidovre;2007;https://www.biltorvet.dk/bil/audi/a4/1-6-avant/1595271
Audi A6;2,4 V6;69800;230.000;Bramming;2007;https://www.biltorvet.dk/bil/audi/a6/2-4-v6/1607608
Audi A4;2,4 V6 Cabriolet;139700;151.000;Vodskov;2003;https://www.biltorvet.dk/bil/audi/a4/2-4-v6-cabriolet/1612096
Audi A4;1,8 T 163;44400;244.000;Kruså;2005;https://www.biltorvet.dk/bil/audi/a4/1-8-t-163/1623216
Audi A6;2,4 V6;29900;299.000;Esbjerg;2004;https://www.biltorvet.dk/bil/audi/a6/2-4-v6/1624648
Audi A3;1,6 Attraction;72080;196.000;Aalborg;2006;https://www.biltorvet.dk/bil/audi/a3/1-6-attraction/1644457
Audi A6;2,0 TFSi;89900;142.000;Randers;2007;https://www.biltorvet.dk/bil/audi/a6/2-0-tfsi/1644780
Audi A3;3,2 Ambition quattro;149800;152.000;Brørup;2004;https://www.biltorvet.dk/bil/audi/a3/3-2-ambition-quattro/1645778
Audi A4;1,6 Avant;15000;300.000;Høng;1998;https://www.biltorvet.dk/bil/audi/a4/1-6-avant/1646277
Audi A3;1,6 Attraction Sportback;149900;48.000;Taastrup;2011;https://www.biltorvet.dk/bil/audi/a3/1-6-attraction-sportback/1651566
Audi 80;2,0 E aut.;28000;183.000;Herlev;1992;https://www.biltorvet.dk/bil/audi/80/2-0-e-aut/1655782
Audi A3;1,6 Ambition Sportback;49900;229.000;Silkeborg;2007;https://www.biltorvet.dk/bil/audi/a3/1-6-ambition-sportback/1666352
Audi A4;2,0 TFSi 211;149500;109.000;Viborg;2012;https://www.biltorvet.dk/bil/audi/a4/2-0-tfsi-211/1679540
Audi A6;2,8 FSi Multitr.;174900;137.000;Stenderup;2011;https://www.biltorvet.dk/bil/audi/a6/2-8-fsi-multitr/1686100
Audi A6;2,0 Avant;14900;302.000;Slangerup;2003;https://www.biltorvet.dk/bil/audi/a6/2-0-avant/1695800
Audi A3;1,6 Attraction;12980;312.000;Nørre Aaby;1998;https://www.biltorvet.dk/bil/audi/a3/1-6-attraction/1698467
Audi A6;2,0 TFSi 170;99900;289.000;Brønderslev;2010;https://www.biltorvet.dk/bil/audi/a6/2-0-tfsi-170/1700095
Audi A4;2,4 V6 Cabriolet;99000;-;Mørkøv;2002;https://www.biltorvet.dk/bil/audi/a4/2-4-v6-cabriolet/1701781
Audi A6;3,2 FSi Multitr.;59900;269.000;Hjørring;2005;https://www.biltorvet.dk/bil/audi/a6/3-2-fsi-multitr/1704797
Audi A6;2,0 TFSi;99900;159.000;Taastrup;2009;https://www.biltorvet.dk/bil/audi/a6/2-0-tfsi/1708035
Audi A3;1,6 Ambiente Sportback;28600;316.000;Herfølge;2004;https://www.biltorvet.dk/bil/audi/a3/1-6-ambiente-sportback/1718508
Audi A6;2,4 V6 Multitr.;38000;305.000;Skanderborg;2007;https://www.biltorvet.dk/bil/audi/a6/2-4-v6-multitr/1721804
Audi A6;2,0 TFSi;63900;227.000;Åbyhøj;2006;https://www.biltorvet.dk/bil/audi/a6/2-0-tfsi/1726829
Audi A3;1,6 Attraction Sportback;19800;360.000;Viborg;2005;https://www.biltorvet.dk/bil/audi/a3/1-6-attraction-sportback/1732120
Audi A1;- 122HK 3d;109800;113.000;Birkerød;2012;https://www.biltorvet.dk/bil/audi/a1/122hk-3d/1733873
Audi A6;2,0 TFSi Avant;59900;250.000;Grindsted;2006;https://www.biltorvet.dk/bil/audi/a6/2-0-tfsi-avant/1739804
Audi A6;2,4 V6 Tiptr.;12990;229.000;Herlev;1997;https://www.biltorvet.dk/bil/audi/a6/2-4-v6-tiptr/1743321
Audi Q3;1,4 TFSi 150;189900;94.000;Lejre;2014;https://www.biltorvet.dk/bil/audi/q3/1-4-tfsi-150/1746984
Audi A8;2,8 aut.;49700;234.000;Vodskov;1994;https://www.biltorvet.dk/bil/audi/a8/2-8-aut/1749178
Audi A3;1,6 102HK 3d;69000;189.000;Frederiksberg;2007;https://www.biltorvet.dk/bil/audi/a3/1-6-102hk-3d/1750218
Audi A6;2,0 TFSi 170;95800;180.000;Frederikshavn;2010;https://www.biltorvet.dk/bil/audi/a6/2-0-tfsi-170/1752205
Audi A4;1,8 T 163;79900;149.000;Jægerspris;2006;https://www.biltorvet.dk/bil/audi/a4/1-8-t-163/1754768
Audi A6;2,0 TFSi;84321;264.000;Farsø;2008;https://www.biltorvet.dk/bil/audi/a6/2-0-tfsi/1756561
Audi A4;2,0 130HK;29900;352.000;Hobro;2003;https://www.biltorvet.dk/bil/audi/a4/2-0-130hk/1756592
Audi A6;2,8 V6;12980;428.000;Nørre Aaby;1997;https://www.biltorvet.dk/bil/audi/a6/2-8-v6/1756691
Audi A4;1,6 Avant;24800;328.000;Kjellerup;2004;https://www.biltorvet.dk/bil/audi/a4/1-6-avant/1757097
Audi A4;1,8 TFSi 120;184700;90.000;Vodskov;2015;https://www.biltorvet.dk/bil/audi/a4/1-8-tfsi-120/1757143
Audi A4;1,8 TFSI 160HK;109900;103.000;Vodskov;2010;https://www.biltorvet.dk/bil/audi/a4/1-8-tfsi-160hk/1759184
Audi A4;2,4 V6 Cabriolet;89999;220.000;Roskilde;2004;https://www.biltorvet.dk/bil/audi/a4/2-4-v6-cabriolet/1761527
Audi A6;2,4 V6 Multitr.;59900;234.000;Silkeborg;2005;https://www.biltorvet.dk/bil/audi/a6/2-4-v6-multitr/1761695
Audi A6;1,8 T;8980;150.000;Nørre Aaby;1997;https://www.biltorvet.dk/bil/audi/a6/1-8-t/1763380
Audi A6;2,0 TFSi;55000;256.000;Slangerup;2007;https://www.biltorvet.dk/bil/audi/a6/2-0-tfsi/1765265
Audi A4;2,0 Avant;84900;154.000;Grindsted;2008;https://www.biltorvet.dk/bil/audi/a4/2-0-avant/1767092
Audi A3;1,6 Ambiente;34700;198.000;Herning;2004;https://www.biltorvet.dk/bil/audi/a3/1-6-ambiente/1769197
Audi A4;1,8 T 163HK;60000;161.000;Rødding;2007;https://www.biltorvet.dk/bil/audi/a4/1-8-t-163hk/1770786
Audi A3;1,6 Ambiente Sportback;30000;219.000;Karise;2004;https://www.biltorvet.dk/bil/audi/a3/1-6-ambiente-sportback/1772169
Audi A4;1,6 Avant;39900;-;Hvidovre;2005;https://www.biltorvet.dk/bil/audi/a4/1-6-avant/1772541
Audi A3;1,6 Ambition aut.;79800;116.000;Jelling;2007;https://www.biltorvet.dk/bil/audi/a3/1-6-ambition-aut/1772573
