model;type;price;km;location;year;link
Audi A3;1,9 TDi Attraction;39900;204.000;Ishøj;2006;https://www.biltorvet.dk/bil/audi/a3/1-9-tdi-attraction/1678434
Audi A4;2,0 TDi 150;189900;122.000;Vejle;2015;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-150/1679197
Audi A3;1,6 TDi Ambition;169700;119.000;Hedensted;2014;https://www.biltorvet.dk/bil/audi/a3/1-6-tdi-ambition/1685633
Audi A4;1,9 TDi 130;29800;370.000;Bramming;2004;https://www.biltorvet.dk/bil/audi/a4/1-9-tdi-130/1705761
Audi A4;1,9 TDI 130HK;19900;439.000;Randers;2002;https://www.biltorvet.dk/bil/audi/a4/1-9-tdi-130hk/1714717
Audi A6;2,0 TDi 140;59800;360.000;Haderslev;2004;https://www.biltorvet.dk/bil/audi/a6/2-0-tdi-140/1724834
Audi A2;1,4 TDI 75HK;1234;150.000;Hedensted;2006;https://www.biltorvet.dk/bil/audi/a2/1-4-tdi-75hk/1733358
Audi A3;1,6 TDi Ambition;114900;136.000;Haderslev;2013;https://www.biltorvet.dk/bil/audi/a3/1-6-tdi-ambition/1744126
Audi A4;2,0 TDi;22000;433.000;Løsning;2005;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi/1748393
Audi A3;1,6 TDi 116;189800;75.000;Køge;2018;https://www.biltorvet.dk/bil/audi/a3/1-6-tdi-116/1749855
Audi Q3;2,0 TDi 140;194900;83.000;Sulsted;2012;https://www.biltorvet.dk/bil/audi/q3/2-0-tdi-140/1752222
Audi Q2;1,6 TDi 116;217900;76.000;Stenløse;2018;https://www.biltorvet.dk/bil/audi/q2/1-6-tdi-116/1759635
Audi Q5;2,0 TDi 150;199700;199.000;Vodskov;2015;https://www.biltorvet.dk/bil/audi/q5/2-0-tdi-150/1759796
Audi A4;2,0 TDi 150;214900;105.000;Lejre;2018;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-150/1765868
Audi A4;1,9 TDi Avant;39900;340.000;Silkeborg;2006;https://www.biltorvet.dk/bil/audi/a4/1-9-tdi-avant/1766833
Audi Q3;2,0 TDi 140;173800;117.000;Rødding;2012;https://www.biltorvet.dk/bil/audi/q3/2-0-tdi-140/1768769
Audi A6;2,7 TDi 190;109900;268.000;Sønderborg;2010;https://www.biltorvet.dk/bil/audi/a6/2-7-tdi-190/1775078
Audi A3;1,6 TDi Ambition;59700;289.000;Vodskov;2013;https://www.biltorvet.dk/bil/audi/a3/1-6-tdi-ambition/1778697
Audi A3;1,6 TDi 116;199500;67.000;Vejle;2018;https://www.biltorvet.dk/bil/audi/a3/1-6-tdi-116/1590674
Audi A4;2,0 TDi Avant Multitr.;29800;319.000;Thisted;2005;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-avant-multitr/1731288
Audi A3;2,0 TDI quattro 170HK 5d;70000;256.000;Næstved;2008;https://www.biltorvet.dk/bil/audi/a3/2-0-tdi-quattro-170hk-5d/1750958
Audi A6;45 TDi quattro Tiptr.;467000;54.039;Taastrup;2019;https://www.biltorvet.dk/bil/audi/a6/45-tdi-quattro-tiptr/1751221
Audi A6;2,7 TDI 180HK 6g;45000;367.000;Grenaa;2006;https://www.biltorvet.dk/bil/audi/a6/2-7-tdi-180hk-6g/1756323
Audi A8;50 TDi quattro Tiptr.;999900;82.000;Kolding;2018;https://www.biltorvet.dk/bil/audi/a8/50-tdi-quattro-tiptr/1632662
Audi A6;3,0 TDi 326 Avant quattro Tiptr.;579800;116.000;Kjellerup;2015;https://www.biltorvet.dk/bil/audi/a6/3-0-tdi-326-avant-quattro-tiptr/1740734
Audi A4;2,0 TDi 190 Avant S-tr.;319000;55.000;Skærbæk;2017;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-190-avant-s-tr/1561083
Audi A6;40 TDi Sport Avant S-tr.;499900;51.000;Brøndby;2019;https://www.biltorvet.dk/bil/audi/a6/40-tdi-sport-avant-s-tr/1747045
Audi A5;2,7 TDi 190 Sportback Multitr.;149800;305.000;Frederikshavn;2010;https://www.biltorvet.dk/bil/audi/a5/2-7-tdi-190-sportback-multitr/1733455
Audi A3;2,0 TDI Attraction 150HK Cabr. 6g;209900;158.000;Fjerritslev;2014;https://www.biltorvet.dk/bil/audi/a3/2-0-tdi-attraction-150hk-cabr--6g/1762160
Audi A3;1,6 TDi 116 Sport Sportback;229900;42.000;Hillerød;2018;https://www.biltorvet.dk/bil/audi/a3/1-6-tdi-116-sport-sportback/1764560
Audi SQ5;3,0 TDi 313 quattro Tiptr.;479900;108.000;Bryrup;2016;https://www.biltorvet.dk/bil/audi/sq5/3-0-tdi-313-quattro-tiptr/1765142
Audi SQ5;3,0 TDi 313 quattro Tiptr.;379900;157.000;Bryrup;2014;https://www.biltorvet.dk/bil/audi/sq5/3-0-tdi-313-quattro-tiptr/1766328
Audi SQ5;3,0 TDi 313 quattro Tiptr.;359900;234.000;Køge;2014;https://www.biltorvet.dk/bil/audi/sq5/3-0-tdi-313-quattro-tiptr/1767055
Audi A4;40 TDi Avant S-tr.;359900;113.000;Fredericia;2018;https://www.biltorvet.dk/bil/audi/a4/40-tdi-avant-s-tr/1730961
Audi A4;40 TDi Sport Avant S-tr.;369900;113.000;Fredericia;2018;https://www.biltorvet.dk/bil/audi/a4/40-tdi-sport-avant-s-tr/1759783
Audi Q5;2,0 TDi 170 quattro;199000;177.000;Skærbæk;2010;https://www.biltorvet.dk/bil/audi/q5/2-0-tdi-170-quattro/1491518
Audi Q2;1,6 TDi 116 Sport;224500;81.000;Haderslev;2017;https://www.biltorvet.dk/bil/audi/q2/1-6-tdi-116-sport/1608601
Audi Q2;1,6 TDi 116 Sport;224900;87.000;Rødekro;2017;https://www.biltorvet.dk/bil/audi/q2/1-6-tdi-116-sport/1627773
Audi A8;3,0 TDi 250 quattro Tiptr.;339900;167.000;Birkerød;2012;https://www.biltorvet.dk/bil/audi/a8/3-0-tdi-250-quattro-tiptr/1650040
Audi A4;2,7 TDi 190 Avant Multitr.;179900;208.000;Nordborg;2010;https://www.biltorvet.dk/bil/audi/a4/2-7-tdi-190-avant-multitr/1652212
Audi SQ7;4,0 TDi quattro Tiptr. 7prs;1169900;66.000;Silkeborg;2018;https://www.biltorvet.dk/bil/audi/sq7/4-0-tdi-quattro-tiptr--7prs/1657500
Audi A6;2,0 TDi 170 Avant Multitr.;119900;238.000;Hjørring;2010;https://www.biltorvet.dk/bil/audi/a6/2-0-tdi-170-avant-multitr/1660763
Audi A6;2,5 TDi 155 Avant Multitr.;99900;69.000;Tønder;2001;https://www.biltorvet.dk/bil/audi/a6/2-5-tdi-155-avant-multitr/1686148
Audi SQ5;3,0 TDi 340 Plus quattro Tiptr.;679800;85.000;Kjellerup;2016;https://www.biltorvet.dk/bil/audi/sq5/3-0-tdi-340-plus-quattro-tiptr/1731655
Audi Q3;2,0 TDi 150 Ultra;229995;138.000;Haderslev;2018;https://www.biltorvet.dk/bil/audi/q3/2-0-tdi-150-ultra/1759865
Audi Q7;3,0 TDi 272 quattro Tiptr. 7prs;627000;68.000;Fredericia;2016;https://www.biltorvet.dk/bil/audi/q7/3-0-tdi-272-quattro-tiptr--7prs/1764324
Audi A8;4,2 TDi 326 quattro Tiptr.;175000;195.000;Viby Sjælland;2008;https://www.biltorvet.dk/bil/audi/a8/4-2-tdi-326-quattro-tiptr/1765431
Audi A6;3,0 TDi 313 quattro Tiptr.;289900;184.000;Viborg;2013;https://www.biltorvet.dk/bil/audi/a6/3-0-tdi-313-quattro-tiptr/1710779
Audi SQ5;3,0 TDi 313 quattro Tiptr.;379800;213.000;Kjellerup;2014;https://www.biltorvet.dk/bil/audi/sq5/3-0-tdi-313-quattro-tiptr/1733377
Audi SQ7;4,0 TDi quattro Tiptr. 7prs;1179800;65.000;Ribe;2017;https://www.biltorvet.dk/bil/audi/sq7/4-0-tdi-quattro-tiptr--7prs/1752300
Audi SQ7;4,0 TDi quattro Tiptr. 7prs;1099900;79.000;Kolding;2017;https://www.biltorvet.dk/bil/audi/sq7/4-0-tdi-quattro-tiptr--7prs/1632675
Audi SQ7;4,0 TDi quattro Tiptr. 7prs;1179900;89.000;Roskilde;2017;https://www.biltorvet.dk/bil/audi/sq7/4-0-tdi-quattro-tiptr--7prs/1707405
Audi A4;2,5 V6 TDI quattro 180HK;39900;611.000;Brørup;2003;https://www.biltorvet.dk/bil/audi/a4/2-5-v6-tdi-quattro-180hk/1257680
Audi A6;2,0 TDi 177 Avant Multitr.;199900;229.000;Køge;2013;https://www.biltorvet.dk/bil/audi/a6/2-0-tdi-177-avant-multitr/1457289
Audi A4;2,0 TDi 150 Avant;189900;99.000;Herning;2014;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-150-avant/1610333
Audi A4;3,0 TDI quattro 240HK;99900;246.000;Rødekro;2008;https://www.biltorvet.dk/bil/audi/a4/3-0-tdi-quattro-240hk/1693597
Audi A1;1,6 TDi 90 Ambition Sportback;89900;167.000;Silkeborg;2014;https://www.biltorvet.dk/bil/audi/a1/1-6-tdi-90-ambition-sportback/1708808
Audi A4;2,0 TDi 143 Multitr.;115000;177.000;Hinnerup;2008;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-143-multitr/1735631
Audi A4;2,0 TDi 143 Avant;77800;220.000;Randers;2008;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-143-avant/1743339
Audi A3;1,6 TDi 110 Ambition Cabriolet;199900;183.000;Hillerød;2015;https://www.biltorvet.dk/bil/audi/a3/1-6-tdi-110-ambition-cabriolet/1748527
Audi A3;1,6 TDi 110 Ultra Attraction Sportback;169990;90.000;Tønder;2016;https://www.biltorvet.dk/bil/audi/a3/1-6-tdi-110-ultra-attraction-sportback/1751613
Audi A1;1,6 TDi 105 Ambition Sportback;104900;111.000;Silkeborg;2012;https://www.biltorvet.dk/bil/audi/a1/1-6-tdi-105-ambition-sportback/1771762
Audi A3;1,6 TDi Ambition Sportback;109000;244.000;Ikast;2013;https://www.biltorvet.dk/bil/audi/a3/1-6-tdi-ambition-sportback/1772416
Audi A3;2,0 TDi 140 Attraction Sportback;39995;299.000;Silkeborg;2009;https://www.biltorvet.dk/bil/audi/a3/2-0-tdi-140-attraction-sportback/1778935
Audi A4;40 TDi Sport Avant S-tr.;419900;20.000;Brøndby;2019;https://www.biltorvet.dk/bil/audi/a4/40-tdi-sport-avant-s-tr/1722483
Audi A3;2,0 TDi 140 Ambiente Sportback;89900;106.000;Gadstrup;2009;https://www.biltorvet.dk/bil/audi/a3/2-0-tdi-140-ambiente-sportback/1618063
Audi SQ5;3,0 TDi 313 quattro Tiptr.;379000;180.000;Vejle Øst;2014;https://www.biltorvet.dk/bil/audi/sq5/3-0-tdi-313-quattro-tiptr/1646119
Audi SQ5;3,0 TDi 326 Competition quattro Tiptr.;499900;187.000;Vojens;2016;https://www.biltorvet.dk/bil/audi/sq5/3-0-tdi-326-competition-quattro-tiptr/1685515
Audi SQ5;3,0 TDi 313 quattro Tiptr.;549900;88.000;Silkeborg;2015;https://www.biltorvet.dk/bil/audi/sq5/3-0-tdi-313-quattro-tiptr/1715202
Audi SQ7;4,0 TDi quattro Tiptr.;1129800;49.000;Ribe;2018;https://www.biltorvet.dk/bil/audi/sq7/4-0-tdi-quattro-tiptr/1717213
Audi SQ5;3,0 TDi 326 quattro Tiptr.;679900;74.000;Varde;2017;https://www.biltorvet.dk/bil/audi/sq5/3-0-tdi-326-quattro-tiptr/1763170
Audi A6;3,0 TDI quattro aut. 225HK Stc;49900;299.000;Brørup;2006;https://www.biltorvet.dk/bil/audi/a6/3-0-tdi-quattro-aut--225hk-stc/1555593
Audi A3;1,6 TDi 116 Sport Sportback;229800;38.000;Thisted;2018;https://www.biltorvet.dk/bil/audi/a3/1-6-tdi-116-sport-sportback/1634814
Audi A3;2,0 TDi 140 Attraction Sportback;54900;355.000;Blommenslyst;2009;https://www.biltorvet.dk/bil/audi/a3/2-0-tdi-140-attraction-sportback/1637479
Audi Q3;2,0 TDi 150 Sport;189900;249.000;Greve;2017;https://www.biltorvet.dk/bil/audi/q3/2-0-tdi-150-sport/1643980
Audi A5;2,0 TDi 190 Sportback Multitr.;249900;110.000;Tønder;2015;https://www.biltorvet.dk/bil/audi/a5/2-0-tdi-190-sportback-multitr/1645967
Audi A7;3,0 TDi 204 Sportback Multitr.;319900;114.000;Taastrup;2013;https://www.biltorvet.dk/bil/audi/a7/3-0-tdi-204-sportback-multitr/1659297
Audi SQ5;3,0 TDi 326 Competition quattro Tiptr.;619900;66.000;København;2016;https://www.biltorvet.dk/bil/audi/sq5/3-0-tdi-326-competition-quattro-tiptr/1682593
Audi A4;2,0 TDi 177 Avant;134800;203.000;Ishøj;2012;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-177-avant/1683857
Audi A4;2,0 TDi 177 Multitr.;209500;129.000;Tønder;2014;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-177-multitr/1695468
Audi A8;4,2 TDi 385 quattro Tiptr.;749900;48.000;Esbjerg;2016;https://www.biltorvet.dk/bil/audi/a8/4-2-tdi-385-quattro-tiptr/1702862
Audi A3;2,0 TDi 150 Sport;209900;78.000;Åbyhøj;2017;https://www.biltorvet.dk/bil/audi/a3/2-0-tdi-150-sport/1730947
Audi A5;2,0 TDi 177 Sportback Multitr.;244900;88.000;Silkeborg;2014;https://www.biltorvet.dk/bil/audi/a5/2-0-tdi-177-sportback-multitr/1749643
Audi A4;2,0 TDi 150 Avant;229999;100.000;Næstved;2017;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-150-avant/1759350
Audi A3;1,6 TDi 110 Sportback;209900;76.000;Vonge;2017;https://www.biltorvet.dk/bil/audi/a3/1-6-tdi-110-sportback/1763186
Audi A4;2,0 TDi 136 Avant;110000;230.000;København;2014;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-136-avant/1772758
Audi A6;2,0 TDi 177 Avant Multitr.;219900;130.000;Uldum;2012;https://www.biltorvet.dk/bil/audi/a6/2-0-tdi-177-avant-multitr/1777782
Audi A4;2,0 TDi 150 Sport Avant;189700;197.000;Hadsund;2016;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-150-sport-avant/1690643
Audi A8;3,0 TDi 258 quattro Tiptr. lang;499800;181.000;Kjellerup;2014;https://www.biltorvet.dk/bil/audi/a8/3-0-tdi-258-quattro-tiptr--lang/1722352
Audi Q7;4,2 TDi 340 quattro Tiptr.;549800;150.000;Kjellerup;2014;https://www.biltorvet.dk/bil/audi/q7/4-2-tdi-340-quattro-tiptr/1774285
Audi A6;3,0 TDI Quattro Tiptr. 286HK 8g Trinl. Gear;539900;39.000;Ringkøbing;2019;https://www.biltorvet.dk/bil/audi/a6/3-0-tdi-quattro-tiptr--286hk-8g-trinl--gear/1602886
Audi A6;40 TDi Sport Avant S-tr.;529900;13.000;Fredericia;2020;https://www.biltorvet.dk/bil/audi/a6/40-tdi-sport-avant-s-tr/1725321
Audi A4;2,0 TDi 190 Edition+ Sport Avant S;329900;78.000;Kolding;2018;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-190-edition--sport-avant-s/1779503
Audi Q5;2,0 TDi 190 quattro S-tr.;479900;43.000;Fredericia;2017;https://www.biltorvet.dk/bil/audi/q5/2-0-tdi-190-quattro-s-tr/1667644
Audi A4;2,0 TDi 150 Sport S-tr.;299700;104.000;Silkeborg;2017;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-150-sport-s-tr/1600756
Audi A4;3,0 TDi 272 Sport Avant quattro Tiptr.;379900;141.000;Fredericia;2017;https://www.biltorvet.dk/bil/audi/a4/3-0-tdi-272-sport-avant-quattro-tiptr/1664280
Audi A4;2,0 TDi 190 Avant S-tr.;339700;127.000;Silkeborg;2017;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-190-avant-s-tr/1717782
Audi A4;35 TDi Sport S-tr.;319900;41.000;Taastrup;2019;https://www.biltorvet.dk/bil/audi/a4/35-tdi-sport-s-tr/1742631
Audi A3;Sportback 2,0 TDI Ambition 150HK 5d 6g;154700;150.500;Hjørring;2016;https://www.biltorvet.dk/bil/audi/a3/sportback-2-0-tdi-ambition-150hk-5d-6g/1745672
Audi A4;Avant 2,0 TDI 150HK Stc 6g;199900;171.000;Silkeborg;2017;https://www.biltorvet.dk/bil/audi/a4/avant-2-0-tdi-150hk-stc-6g/1589404
Audi S6;3,0 TDi quattro Tiptr.;1499000;5.000;Horsens;2020;https://www.biltorvet.dk/bil/audi/s6/3-0-tdi-quattro-tiptr/1593243
Audi Q7;3,0 TDi 272 quattro Tiptr. 7prs;724900;66.000;Køge;2018;https://www.biltorvet.dk/bil/audi/q7/3-0-tdi-272-quattro-tiptr--7prs/1601627
Audi A8;4,2 TDi 350 quattro Tiptr.;499900;87.000;Varde;2011;https://www.biltorvet.dk/bil/audi/a8/4-2-tdi-350-quattro-tiptr/1666159
Audi A7;3,0 TDi 313 Sportback quattro Tiptr.;299800;224.000;Vejen;2012;https://www.biltorvet.dk/bil/audi/a7/3-0-tdi-313-sportback-quattro-tiptr/1712828
Audi A7;3,0 TDi 313 Sportback quattro Tiptr.;419900;129.000;Esbjerg;2014;https://www.biltorvet.dk/bil/audi/a7/3-0-tdi-313-sportback-quattro-tiptr/1715816
Audi A3;35 TDi Limited+ Sportback;289900;39.000;Viborg;2020;https://www.biltorvet.dk/bil/audi/a3/35-tdi-limited--sportback/1724734
Audi Q2;1,6 TDi 116 Sport;199900;139.000;Køge;2017;https://www.biltorvet.dk/bil/audi/q2/1-6-tdi-116-sport/1743297
Audi Q7;3,0 TDI aut. 233HK 5d;109999;360.000;Tønder;2008;https://www.biltorvet.dk/bil/audi/q7/3-0-tdi-aut--233hk-5d/1750542
Audi A4 Allroad;2,0 TDi 150 quattro;169900;228.000;Hedensted;2014;https://www.biltorvet.dk/bil/audi/a4-allroad/2-0-tdi-150-quattro/1750712
Audi A6;3,0 TDi 326 Avant quattro Tiptr.;499800;159.000;Ribe;2016;https://www.biltorvet.dk/bil/audi/a6/3-0-tdi-326-avant-quattro-tiptr/1767400
Audi A5;2,0 TDi 150 Sportback;179900;172.000;Vejle Øst;2014;https://www.biltorvet.dk/bil/audi/a5/2-0-tdi-150-sportback/1773946
Audi SQ5;3,0 TDi 326 Competition quattro Tiptr.;684800;71.000;Bramming;2017;https://www.biltorvet.dk/bil/audi/sq5/3-0-tdi-326-competition-quattro-tiptr/1774022
Audi A3;1,6 TDI 110HK 3d;174900;70.000;Struer;2016;https://www.biltorvet.dk/bil/audi/a3/1-6-tdi-110hk-3d/1775244
Audi A7;3,0 TDi 204 Sportback Multitr.;249900;220.000;Hillerød;2011;https://www.biltorvet.dk/bil/audi/a7/3-0-tdi-204-sportback-multitr/1776209
Audi Q7;3,0 TDi 272 quattro Tiptr. 7prs;649990;104.000;Skanderborg;2016;https://www.biltorvet.dk/bil/audi/q7/3-0-tdi-272-quattro-tiptr--7prs/1776315
Audi A7;3,0 TDi 326 Competition Sportback quattro Tiptr.;799900;87.000;Hillerød;2017;https://www.biltorvet.dk/bil/audi/a7/3-0-tdi-326-competition-sportback-quattro-tiptr/1691464
Audi Q2;1,6 TDI S Tronic 116HK 5d 7g Aut.;249900;90.000;Fredericia;2017;https://www.biltorvet.dk/bil/audi/q2/1-6-tdi-s-tronic-116hk-5d-7g-aut/1710577
Audi A4;40 TDi Avant S-tr.;374000;48.000;Taastrup;2019;https://www.biltorvet.dk/bil/audi/a4/40-tdi-avant-s-tr/1714490
Audi Q3;35 TDi Prestige S-tr.;342000;37.572;Taastrup;2020;https://www.biltorvet.dk/bil/audi/q3/35-tdi-prestige-s-tr/1758122
Audi A5;40 TDi Sport Sportback S-tr.;427000;61.000;Fredericia;2019;https://www.biltorvet.dk/bil/audi/a5/40-tdi-sport-sportback-s-tr/1760847
Audi A4;Avant 2,0 TDI 150HK Stc 6g;199800;151.000;Nørre Snede;2016;https://www.biltorvet.dk/bil/audi/a4/avant-2-0-tdi-150hk-stc-6g/1757045
Audi SQ5;3,0 TDi 313 quattro Tiptr.;464900;157.000;Roskilde;2015;https://www.biltorvet.dk/bil/audi/sq5/3-0-tdi-313-quattro-tiptr/1758089
Audi A4;3,0 TDi 218 Sport Avant quattro S-tr;409900;98.000;Hillerød;2017;https://www.biltorvet.dk/bil/audi/a4/3-0-tdi-218-sport-avant-quattro-s-tr/1679258
Audi A4;2,0 TDi 150 Sport Avant S-tr.;254900;103.000;Silkeborg;2016;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-150-sport-avant-s-tr/1745373
Audi A3;1,6 TDi Ambiente Sportback S-tr.;169999;115.000;Haderslev;2014;https://www.biltorvet.dk/bil/audi/a3/1-6-tdi-ambiente-sportback-s-tr/1590524
Audi A4;2,0 TDi 190 Avant S-tr.;299900;115.000;Engesvang;2017;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-190-avant-s-tr/1654079
Audi A6;2,7 TDi 190 S-line Avant;109000;254.000;Skærbæk;2011;https://www.biltorvet.dk/bil/audi/a6/2-7-tdi-190-s-line-avant/1656715
Audi Q3;2,0 TDi 150 S-tr.;249900;124.000;Daugård;2017;https://www.biltorvet.dk/bil/audi/q3/2-0-tdi-150-s-tr/1760096
Audi Q5;2,0 TDi 190 quattro S-tr.;517000;80.000;Fredericia;2018;https://www.biltorvet.dk/bil/audi/q5/2-0-tdi-190-quattro-s-tr/1765992
Audi A5;Sportback 2,0 TDI Multitr. 143HK 5d 6g Aut.;139000;228.000;Aarhus;2011;https://www.biltorvet.dk/bil/audi/a5/sportback-2-0-tdi-multitr--143hk-5d-6g-aut/1772505
Audi A6;3,0 TDi 326 Competition Avant quattro Tiptr.;639900;72.000;Esbjerg;2016;https://www.biltorvet.dk/bil/audi/a6/3-0-tdi-326-competition-avant-quattro-tiptr/1618832
Audi A4;2,0 TDi 150 S-tr.;249900;93.000;Åbyhøj;2018;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-150-s-tr/1673984
Audi Q3;35 TDi Prestige Sportback S-tr.;424900;5.000;Kolding;2020;https://www.biltorvet.dk/bil/audi/q3/35-tdi-prestige-sportback-s-tr/1755279
Audi A6;3,0 TDi 218 S-tr.;269900;186.000;Langå;2015;https://www.biltorvet.dk/bil/audi/a6/3-0-tdi-218-s-tr/1765566
Audi A6;3,0 TDi 272 S-line Avant quattro S-tr.;439900;128.000;Hillerød;2016;https://www.biltorvet.dk/bil/audi/a6/3-0-tdi-272-s-line-avant-quattro-s-tr/1720276
Audi A6;3,0 TDi 245 Avant quattro S-tr.;318900;78.000;Silkeborg;2012;https://www.biltorvet.dk/bil/audi/a6/3-0-tdi-245-avant-quattro-s-tr/1496782
Audi A5;2,0 TDi 190 Sport Sportback S-tr.;339800;101.000;Holsted;2017;https://www.biltorvet.dk/bil/audi/a5/2-0-tdi-190-sport-sportback-s-tr/1686149
Audi SQ7;4,0 TDi quattro Tiptr.;1099900;76.000;Svenstrup;2018;https://www.biltorvet.dk/bil/audi/sq7/4-0-tdi-quattro-tiptr/1773292
Audi Q7;3,0 TDI Quattro Tiptr. 272HK 5d 8g Aut.;699900;47.000;Silkeborg;2017;https://www.biltorvet.dk/bil/audi/q7/3-0-tdi-quattro-tiptr--272hk-5d-8g-aut/1353171
Audi Q5;2,0 TDi 177 quattro S-tr.;299800;69.000;Hammel;2013;https://www.biltorvet.dk/bil/audi/q5/2-0-tdi-177-quattro-s-tr/1559872
Audi A3;2,0 TDi Attraction Sportback S-tr.;77900;238.000;Silkeborg;2009;https://www.biltorvet.dk/bil/audi/a3/2-0-tdi-attraction-sportback-s-tr/1637870
Audi Q5;3,0 TDi 245 quattro S-tr.;339900;164.000;Aars;2015;https://www.biltorvet.dk/bil/audi/q5/3-0-tdi-245-quattro-s-tr/1657983
Audi Q5;2,0 TDi 177 quattro S-tr.;349500;95.000;Haderslev;2013;https://www.biltorvet.dk/bil/audi/q5/2-0-tdi-177-quattro-s-tr/1674395
Audi A3;1,6 TDi Ambiente Sportback S-tr.;149990;178.000;Tønder;2014;https://www.biltorvet.dk/bil/audi/a3/1-6-tdi-ambiente-sportback-s-tr/1741660
Audi A3;1,6 TDi Attraction Sportback S-tr.;109900;174.000;Hørning;2013;https://www.biltorvet.dk/bil/audi/a3/1-6-tdi-attraction-sportback-s-tr/1749923
Audi A3;Sportback 2,0 TDI DPF Ambition 150HK 5d 6g;179900;61.000;Slagelse;2016;https://www.biltorvet.dk/bil/audi/a3/sportback-2-0-tdi-dpf-ambition-150hk-5d-6g/1775643
Audi Q5;2,0 TDi 190 quattro S-tr.;379900;112.000;Køge;2016;https://www.biltorvet.dk/bil/audi/q5/2-0-tdi-190-quattro-s-tr/1778967
Audi A4;2,0 TDi 150 S-tr.;299900;111.000;Ishøj;2018;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-150-s-tr/1761485
Audi A4;2,0 TDi 150 Sport Avant S-tr.;269400;94.000;Vejle;2017;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-150-sport-avant-s-tr/1623629
Audi A5;2,0 TDi 190 Sport Cabriolet S-tr.;549900;22.000;Silkeborg;2018;https://www.biltorvet.dk/bil/audi/a5/2-0-tdi-190-sport-cabriolet-s-tr/1706582
Audi A4;Avant 2,5 V6 TDI Multitr. 163HK Stc Trinl. Gear;39999;399.000;Horsens;2005;https://www.biltorvet.dk/bil/audi/a4/avant-2-5-v6-tdi-multitr--163hk-stc-trinl--gear/1640054
Audi A6;3,0 TDi 245 quattro S-tr.;274900;134.000;Vojens;2012;https://www.biltorvet.dk/bil/audi/a6/3-0-tdi-245-quattro-s-tr/877350
Audi A4;3,0 TDi 272 Sport Avant quattro Tiptr.;479900;56.000;Hjørring;2017;https://www.biltorvet.dk/bil/audi/a4/3-0-tdi-272-sport-avant-quattro-tiptr/1548530
Audi Q5;2,0 TDi 190 quattro S-tr.;569800;115.000;Kjellerup;2016;https://www.biltorvet.dk/bil/audi/q5/2-0-tdi-190-quattro-s-tr/1743400
Audi A6;2,0 TDi 190 Ultra S-tr.;299900;93.000;Kolding;2016;https://www.biltorvet.dk/bil/audi/a6/2-0-tdi-190-ultra-s-tr/1758828
Audi A4;2,0 TDi 143 S-line Avant;55000;352.000;Vordingborg;2008;https://www.biltorvet.dk/bil/audi/a4/2-0-tdi-143-s-line-avant/1765247
Audi Q5;2,0 TDi 190 Sport quattro S-tr.;499900;49.000;Silkeborg;2017;https://www.biltorvet.dk/bil/audi/q5/2-0-tdi-190-sport-quattro-s-tr/1717415
Audi Q5;2,0 TDi 190 S-line quattro S-tr.;499900;102.000;Viborg;2017;https://www.biltorvet.dk/bil/audi/q5/2-0-tdi-190-s-line-quattro-s-tr/1741735
Audi A4;Avant 2,0 TDI S-Line Black Edition TipTronic 190HK Stc;449900;44.000;Kolding;2018;https://www.biltorvet.dk/bil/audi/a4/avant-2-0-tdi-s-line-black-edition-tiptronic-190hk-stc/1775770
Audi Q7;3,0 TDi 272 S-line quattro Tiptr.;839500;78.000;Vejle Øst;2017;https://www.biltorvet.dk/bil/audi/q7/3-0-tdi-272-s-line-quattro-tiptr/1746687
Audi SQ5;3,0 biturbo TDI Competition Quattro Tiptr. 326HK 5d;669990;35.000;Risskov;2016;https://www.biltorvet.dk/bil/audi/sq5/3-0-biturbo-tdi-competition-quattro-tiptr--326hk-5d/1341926
Audi A5;2,0 TDi 190 Sportback S-tr.;319800;143.000;Vejle;2017;https://www.biltorvet.dk/bil/audi/a5/2-0-tdi-190-sportback-s-tr/1622563
Audi A6;40 TDi Sport Avant S-tr.;479900;61.000;Fredericia;2019;https://www.biltorvet.dk/bil/audi/a6/40-tdi-sport-avant-s-tr/1624314
