model;type;price;km;location;year;link
Audi A3;1,4 e-tron S-line Sportback S-tr.;187000;166.000;Odense;2015;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-s-line-sportback-s-tr/1747178
Audi A3;1,4 e-tron Sport Sportback S-tr.;219800;91.000;Vejle;2016;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-sport-sportback-s-tr/1747565
Audi A3;1,4 e-tron Sportback S-tr.;299900;21.000;Grindsted;2018;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-sportback-s-tr/1748366
Audi A3;1,4 e-tron Sportback S-tr.;239700;54.000;Næstved;2018;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-sportback-s-tr/1751742
Audi A3;1,4 e-tron Sportback S-tr.;214000;57.000;Fårevejle;2018;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-sportback-s-tr/1754500
Audi A3;1,4 e-tron S-line Sportback S-tr.;274800;12.000;Horsens;2017;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-s-line-sportback-s-tr/1756156
Audi A3;40 TFSi e Sport Sportback S-tr.;319800;5.000;Sønderborg;2020;https://www.biltorvet.dk/bil/audi/a3/40-tfsi-e-sport-sportback-s-tr/1757628
Audi A3;1,4 e-tron Sport Sportback S-tr.;199900;107.000;Holmegaard;2016;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-sport-sportback-s-tr/1758559
Audi A3;1,4 e-tron Attraction Sportback S-tr.;189900;125.000;Hedensted;2016;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-attraction-sportback-s-tr/1758894
Audi A3;1,4 e-tron Sport Sportback S-tr.;249800;54.000;Sønderborg;2018;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-sport-sportback-s-tr/1761065
Audi A3;1,4 e-tron Attraction Sportback S-tr.;197999;93.000;Taastrup;2016;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-attraction-sportback-s-tr/1761068
Audi A3;1,4 e-tron Sport Sportback S-tr.;239800;51.000;Sønderborg;2017;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-sport-sportback-s-tr/1761835
Audi A3;1,4 e-tron Sportback S-tr.;259900;44.000;Varde;2017;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-sportback-s-tr/1762672
Audi A3;1,4 e-tron S-line Sportback S-tr.;259900;46.000;Brøndby;2017;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-s-line-sportback-s-tr/1763015
Audi A3;1,4 e-tron Sportback S-tr.;224900;31.000;Grindsted;2016;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-sportback-s-tr/1764808
Audi A3;1,4 e-tron Sport Sportback S-tr.;239900;63.000;Hørsholm;2017;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-sport-sportback-s-tr/1765134
Audi A3;1,4 e-tron Sport Sportback S-tr.;259000;38.000;Fårevejle;2018;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-sport-sportback-s-tr/1765253
Audi A3;1,4 e-tron Ambition Sportback S-tr.;219800;60.000;Christiansfeld;2015;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-ambition-sportback-s-tr/1768978
Audi A3;1,4 e-tron S-line Sportback S-tr.;264900;42.000;Grindsted;2018;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-s-line-sportback-s-tr/1769692
Audi A3;1,4 e-tron S-line Sportback S-tr.;279900;33.000;Grindsted;2018;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-s-line-sportback-s-tr/1771738
Audi A3;1,4 e-tron Sportback S-tr.;219800;29.000;Kolding;2018;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-sportback-s-tr/1771859
Audi A3;1,4 e-tron Sport Sportback S-tr.;239900;62.000;Ry;2017;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-sport-sportback-s-tr/1772098
Audi A3;1,4 e-tron Sport Sportback S-tr.;259900;41.000;Horsens;2017;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-sport-sportback-s-tr/1772110
Audi A3;1,4 e-tron S-line Sportback S-tr.;279900;27.000;Horsens;2017;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-s-line-sportback-s-tr/1772111
Audi A3;1,4 e-tron Sportback S-tr.;219900;36.000;Odense;2017;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-sportback-s-tr/1772775
Audi A3;1,4 e-tron Ambition Sportback S-tr.;219900;77.000;Hvidovre;2016;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-ambition-sportback-s-tr/1773120
Audi A3;1,4 e-tron Sport Sportback S-tr.;209900;71.000;Ringe;2016;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-sport-sportback-s-tr/1774617
Audi A3;1,4 e-tron S-line Sportback S-tr.;259800;45.000;Farum;2017;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-s-line-sportback-s-tr/1774950
Audi A3;1,4 e-tron Sportback S-tr.;209800;33.000;Vejle;2017;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-sportback-s-tr/1775102
Audi A3;1,4 e-tron Sportback S-tr.;209900;63.000;Odense;2017;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-sportback-s-tr/1776479
Audi A3;1,4 e-tron Sportback S-tr.;209900;29.000;Odense;2018;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-sportback-s-tr/1777264
Audi A3;1,4 e-tron S-line Sportback S-tr.;269900;61.000;Odense;2018;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-s-line-sportback-s-tr/1777370
Audi A3;40 TFSi e S-line Sportback S-tr.;309880;16.000;Silkeborg;2020;https://www.biltorvet.dk/bil/audi/a3/40-tfsi-e-s-line-sportback-s-tr/1777402
Audi A3;1,4 e-tron S-line Sportback S-tr.;247780;57.000;Hillerød;2017;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-s-line-sportback-s-tr/1777524
Audi A3;1,4 e-tron Sportback S-tr.;209800;57.000;Vejle;2016;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-sportback-s-tr/1777869
Audi A3;40 TFSi e S-line Sportback S-tr.;309880;17.000;Silkeborg;2020;https://www.biltorvet.dk/bil/audi/a3/40-tfsi-e-s-line-sportback-s-tr/1778009
Audi A3;1,4 e-tron Sportback S-tr.;234900;17.000;Ejstrupholm;2017;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-sportback-s-tr/1778466
Audi A3;1,4 e-tron Sportback S-tr.;219600;36.000;Vejle;2016;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-sportback-s-tr/1754479
Audi A3;1,4 e-tron Sportback S-tr.;239900;20.000;Ringe;2201;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-sportback-s-tr/1779869
Audi A3;Sportback 1,4 E-tron Sport S Tronic 204HK 5d 6g Aut.;229900;84.000;Ølstykke;2015;https://www.biltorvet.dk/bil/audi/a3/sportback-1-4-e-tron-sport-s-tronic-204hk-5d-6g-aut/1663936
Audi A3;Sportback 1,4 E-tron Plugin-hybrid Sport S Tronic 204HK 5d 6g Aut.;259900;83.000;Ølstykke;2017;https://www.biltorvet.dk/bil/audi/a3/sportback-1-4-e-tron--plugin-hybrid-sport-s-tronic-204hk-5d-6g-aut/1753112
Audi A3;Sportback 1,4 E-tron Plugin-hybrid Sport S Tronic 204HK 5d 6g Aut.;264900;45.000;Skærbæk;2017;https://www.biltorvet.dk/bil/audi/a3/sportback-1-4-e-tron--plugin-hybrid-sport-s-tronic-204hk-5d-6g-aut/1757329
Audi A3;Sportback 1,4 E-tron Ambition S Tronic 204HK 5d 6g Aut.;215900;158.000;Vester Skerninge;2016;https://www.biltorvet.dk/bil/audi/a3/sportback-1-4-e-tron-ambition-s-tronic-204hk-5d-6g-aut/1761151
Audi A3;1,4 e-tron Ambition Sportback S-tr.;234900;32.000;Holbæk;2016;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-ambition-sportback-s-tr/1759900
Audi A3;1,4 e-tron Attraction Sportback S-tr.;199999;114.000;Odense;2016;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-attraction-sportback-s-tr/1713596
Audi A3;1,4 e-tron Sport Sportback S-tr.;219999;94.000;Odense;2016;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-sport-sportback-s-tr/1713597
Audi A3;1,4 e-tron Design Sportback aut.;244900;68.000;Middelfart;2018;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-design-sportback-aut/1771486
Audi A3;1,4 e-tron Sport Sportback S-tr.;274900;24.000;Middelfart;2018;https://www.biltorvet.dk/bil/audi/a3/1-4-e-tron-sport-sportback-s-tr/1771538
